Equipment_ID,Failure_Risk,Tool_Wear,Maintenance_Priority,Next_Maintenance,Days_Until_Maintenance
15958,0.1676213508451605,105.79632160216129,Low,Within 1 week,1.0
15959,0.08273420807895125,102.79897712411298,Low,Within 1 week,1.0
15960,0.1320948335719429,105.07768659929006,Low,Within 1 week,1.0
15961,0.10167766854782419,102.99911311910616,Low,Within 1 week,1.0
15962,0.11153652534788272,102.26009062983809,Low,Within 1 week,1.0
15963,0.07519267602475091,104.18336323372023,Low,Within 1 week,1.0
15964,0.12825098541912236,104.21586608070113,Low,Immediate,0.0
15965,0.045021525107655815,104.13541917520789,Low,Within 1 week,1.0
15966,0.4231191097593885,108.62552609861604,Medium,Immediate,0.0
15967,0.08739823789825987,102.67694215322602,Low,Immediate,0.0
15968,0.09721597509279242,113.79283014496558,Low,Within 1 week,1.0
15969,0.08507431311008265,108.22330474827125,Low,Within 1 week,1.0
15970,0.16443126633750635,105.68875574640288,Low,Within 1 week,1.0
15971,0.16918755809857072,104.28426713937866,Low,Within 1 week,1.0
15972,0.1233147146211296,105.30410774210462,Low,Within 1 week,1.0
15973,0.08503583233422192,104.2683797414757,Low,Within 1 week,1.0
15974,0.04380087579050712,107.78550819673761,Low,Within 1 week,1.0
15975,0.29592161293111185,103.61600518078068,Low,Within 1 week,1.0
15976,0.12353825242359603,102.25526553264761,Low,Immediate,0.0
15977,0.22501209993469995,108.24881108684318,Low,Within 1 week,1.0
15978,0.07179342532742455,105.66548717637187,Low,Within 1 week,1.0
15979,0.1356339431741589,105.74957909755851,Low,Within 1 week,1.0
15980,0.17957792719609322,105.54898144611326,Low,Within 1 week,1.0
15981,0.12720001553748408,108.62983548638131,Low,Within 1 week,1.0
15982,0.13394613652242973,104.49036451856446,Low,Within 1 week,1.0
15983,0.14351442411919849,105.2286793122551,Low,Within 1 week,1.0
15984,0.0986591312940811,91.56391401216956,Low,Within 1 week,2.0
15985,0.12374163235982609,102.45151794710661,Low,Within 1 week,1.0
15986,0.056489718856117255,106.34843288889085,Low,Within 1 week,1.0
15987,0.07443048868432657,103.95828357999446,Low,Within 1 week,1.0
15988,0.028173886176250225,90.55798256643189,Low,Immediate,0.0
15989,0.17829742686211586,108.96349791362495,Low,Immediate,0.0
15990,0.12501526469197827,103.36197220867827,Low,Within 1 week,1.0
15991,0.05812632360611908,103.80786055830131,Low,Within 1 week,1.0
15992,0.1046852338483979,100.44106764347634,Low,Within 1 week,1.0
15993,0.23731177684557805,108.43152879339902,Low,Within 1 week,1.0
15994,0.0826399325689793,101.82260402080975,Low,Within 1 week,1.0
15995,0.2267930534889932,102.55577964803848,Low,Within 1 week,1.0
15996,0.15403994899337253,106.72543790275131,Low,Within 1 week,1.0
15997,0.13578727904471088,107.23008321771269,Low,Within 1 week,1.0
15998,0.8545579971102414,95.07636577648394,High,Immediate,0.0
15999,0.019480215776023747,110.87536767779004,Low,Within 1 week,1.0
16000,0.11115185630655222,104.46348341790961,Low,Within 1 week,1.0
16001,0.31330438210752676,106.67364384555181,Low,Immediate,0.0
16002,0.05243389359692703,97.35710723236174,Low,Within 1 week,1.0
16003,0.11414548847947213,104.98567419722885,Low,Within 1 week,1.0
16004,0.27775508087445355,106.6470115337176,Low,Within 1 week,1.0
16005,0.307062155170738,119.31645181283733,Low,Immediate,0.0
16006,0.09525630213801513,106.63750198110948,Low,Within 1 week,1.0
16007,0.15423966333112105,101.01440400255457,Low,Immediate,0.0
16008,0.0548743755730856,108.446156423765,Low,Immediate,0.0
16009,0.17398329130775508,110.30654895725576,Low,Within 1 week,1.0
16010,0.12219591464025462,115.76582083294566,Low,Within 1 week,1.0
16011,0.03669895235348378,101.81463875297658,Low,Within 1 week,1.0
16012,0.25279277033230374,91.71158062659406,Low,Immediate,0.0
16013,0.13709273664734356,105.09100721857139,Low,Within 1 week,1.0
16014,0.06870047998741985,107.98606527112692,Low,Within 1 week,1.0
16015,0.1310752725887785,103.14951727852991,Low,Within 1 week,1.0
16016,0.09800625160357018,103.34968972750167,Low,Within 1 week,1.0
16017,0.14211629600161982,104.56351477741993,Low,Within 1 week,1.0
16018,0.072232241535815,108.10787890873314,Low,Within 1 week,1.0
16019,0.6093820718037534,70.48854063482686,Medium,Immediate,0.0
16020,0.10647302517464424,103.0515016134277,Low,Within 1 week,1.0
16021,0.1566465461469308,104.476354367063,Low,Within 1 week,1.0
16022,0.0872596708044932,104.99709965616455,Low,Within 1 week,1.0
16023,0.05240658819410379,101.49556131143885,Low,Within 1 week,1.0
16024,0.1140272250497468,105.75476193169841,Low,Within 1 week,1.0
16025,0.0309034305196836,106.43167405507712,Low,Within 1 week,1.0
16026,0.09642886281463145,110.99119758154748,Low,Within 1 week,1.0
16027,0.03620285467671078,100.05459296489988,Low,Within 1 week,1.0
16028,0.13519925437340746,106.6070025099994,Low,Within 1 week,1.0
16029,0.4261212029847627,107.48072027428142,Medium,Immediate,0.0
16030,0.1659508880216427,103.98299815039982,Low,Within 1 week,1.0
16031,0.05900779671176768,107.66781436666875,Low,Within 1 week,1.0
16032,0.2623398738914693,106.36291390981079,Low,Within 1 week,1.0
16033,0.3317345254299246,110.53350707320364,Low,Immediate,0.0
16034,0.7950787512832858,119.23219830332408,High,Immediate,0.0
16035,0.2124265179104461,104.93257696539447,Low,Within 1 week,1.0
16036,0.1306095116014564,100.89039684530889,Low,Within 1 week,1.0
16037,0.07651295398779275,105.73475653041653,Low,Within 1 week,1.0
16038,0.1862215122120238,105.73707962370496,Low,Immediate,0.0
16039,0.053938878209193054,102.01815612955619,Low,Within 1 week,1.0
16040,0.1305847028748272,103.8248630980928,Low,Immediate,0.0
16041,0.1237317625524688,105.85754053850734,Low,Within 1 week,1.0
16042,0.296382657959747,103.16293881887016,Low,Within 1 week,1.0
16043,0.10359909465347858,108.30272059830634,Low,Within 1 week,1.0
16044,0.09909435109346638,106.11953275991219,Low,Within 1 week,1.0
16045,0.2173923485517008,103.02360783828603,Low,Within 1 week,1.0
16046,0.037112284721848486,89.9747713420593,Low,Within 1 week,2.0
16047,0.1131208695647505,103.1575137587459,Low,Within 1 week,1.0
16048,0.3348183158933715,107.26835359360112,Low,Immediate,0.0
16049,0.21666900388636715,105.62175577625854,Low,Immediate,0.0
16050,0.0667824019076568,105.53983890168011,Low,Within 1 week,1.0
16051,0.32537003895297395,114.2764004406231,Low,Immediate,0.0
16052,0.5123574273307154,111.24750060388146,Medium,Immediate,0.0
16053,0.0700534807254229,101.06432027111967,Low,Within 1 week,1.0
16054,0.16892278180369885,104.39426249636342,Low,Immediate,0.0
16055,0.1009447210975296,104.10139387964097,Low,Within 1 week,1.0
16056,0.16008084038292367,104.90511846221605,Low,Within 1 week,1.0
16057,0.1310764795158701,104.1070809011489,Low,Within 1 week,1.0
16058,0.06337657527265242,104.27499406927579,Low,Within 1 week,1.0
16059,0.054924495852003874,105.66651617048477,Low,Within 1 week,1.0
16060,0.10555703937680744,109.23018855800355,Low,Within 1 week,1.0
16061,0.1012986224852641,98.46475372359002,Low,Immediate,0.0
16062,0.21188104881960526,102.94197924102613,Low,Within 1 week,1.0
16063,0.1854030951604408,97.0884771640958,Low,Within 1 week,1.0
16064,0.13226395158838378,96.37193143343066,Low,Within 1 week,1.0
16065,0.039452116464095556,103.39986469222296,Low,Immediate,0.0
16066,0.11549255325768257,109.4094888089856,Low,Within 1 week,1.0
16067,0.16235525324064196,104.27785123942566,Low,Within 1 week,1.0
16068,0.1618049265411437,107.63020260723438,Low,Within 1 week,1.0
16069,0.11781237746042224,102.1418791126647,Low,Immediate,0.0
16070,0.02582740013328454,107.92835797643596,Low,Within 1 week,1.0
16071,0.05312830138312957,81.96470457610448,Low,Within 1 week,2.0
16072,0.08360374827749112,101.2025778598886,Low,Within 1 week,1.0
16073,0.14201418748224826,100.54768930979458,Low,Within 1 week,1.0
16074,0.15319866575482244,105.10421835793305,Low,Within 1 week,1.0
16075,0.36012438817811054,112.51059836569446,Low,Immediate,0.0
16076,0.12560546813937606,120.86397232046826,Low,Within 1 week,1.0
16077,0.06506373670267675,102.90591231196933,Low,Immediate,0.0
16078,0.09654080711408611,106.40240940757427,Low,Within 1 week,1.0
16079,0.19989154870518416,103.89092605290847,Low,Within 1 week,1.0
16080,0.18866724904182589,103.53301021979487,Low,Within 1 week,1.0
16081,0.06094432628662127,106.45971202624116,Low,Within 1 week,1.0
16082,0.09865452984848731,96.91011874488149,Low,Within 1 week,1.0
16083,0.09571948833975158,106.46572484116284,Low,Within 1 week,1.0
16084,0.19288568605371587,103.38378612011466,Low,Within 1 week,1.0
16085,0.04096675717488355,94.13071024964371,Low,Within 1 week,2.0
16086,0.0380172791568674,103.71922197173869,Low,Within 1 week,1.0
16087,0.12806343468244394,97.56793734221485,Low,Immediate,0.0
16088,0.2802880880109936,131.65267766947076,Low,Within 1 week,1.0
16089,0.07213273219388111,109.89715271649158,Low,Within 1 week,1.0
16090,0.15232519219843307,104.6198412231791,Low,Immediate,0.0
16091,0.14816334026834263,93.36484243915379,Low,Within 1 week,2.0
16092,0.9065869979271701,113.48622482871929,High,Immediate,0.0
16093,0.12711885458920685,105.35864745072226,Low,Within 1 week,1.0
16094,0.06972744620828149,105.83199636848495,Low,Within 1 week,1.0
16095,0.22281711564922035,105.07304929196887,Low,Within 1 week,1.0
16096,0.2790532498295751,108.29960234690296,Low,Within 1 week,1.0
16097,0.16815995330046696,104.7348010642606,Low,Within 1 week,1.0
16098,0.04148750504676296,101.62681460319202,Low,Within 1 week,1.0
16099,0.048196013383137525,101.3371578678474,Low,Within 1 week,1.0
16100,0.07064547575918313,101.54872258200903,Low,Within 1 week,1.0
16101,0.08071501810192382,107.59277673930406,Low,Within 1 week,1.0
16102,0.060327987024114266,102.51668240235092,Low,Within 1 week,1.0
16103,0.10042442791665288,103.82563814582335,Low,Within 1 week,1.0
16104,0.11065877139504401,107.23575050473639,Low,Within 1 week,1.0
16105,0.13880283247975256,107.06764484794881,Low,Immediate,0.0
16106,0.10779032549681178,103.37131639384832,Low,Within 1 week,1.0
16107,0.09216113560900623,119.02055495635263,Low,Immediate,0.0
16108,0.13602676845916745,103.79180563380059,Low,Within 1 week,1.0
16109,0.15005451438700984,102.96912761794978,Low,Within 1 week,1.0
16110,0.06456521821477555,105.31381887925858,Low,Within 1 week,1.0
16111,0.034323472527171627,103.2970715517388,Low,Within 1 week,1.0
16112,0.0748793063870683,100.86134447407684,Low,Within 1 week,1.0
16113,0.14152385381739302,105.73638846341893,Low,Within 1 week,1.0
16114,0.0765037519302049,110.44826739168164,Low,Immediate,0.0
16115,0.5445191083423659,105.68294816645448,Medium,Immediate,0.0
16116,0.31781395729109263,99.6166666663738,Low,Immediate,0.0
16117,0.4876802335342631,110.25282537775807,Medium,Immediate,0.0
16118,0.15263083724874152,104.57515480988815,Low,Within 1 week,1.0
16119,0.056411644202498404,106.80874120533765,Low,Within 1 week,1.0
16120,0.1316509973087488,99.55469958313495,Low,Within 1 week,1.0
16121,0.07313234914342671,102.53644526825634,Low,Within 1 week,1.0
16122,0.20597050511584292,95.59986506855348,Low,Immediate,0.0
16123,0.0375646691986569,105.45194889740823,Low,Immediate,0.0
16124,0.11666994730673536,102.31547889294012,Low,Within 1 week,1.0
16125,0.12388866824809476,102.01189599046447,Low,Within 1 week,1.0
16126,0.32511080229084455,107.94152067742367,Low,Immediate,0.0
16127,0.0960369098185057,102.53740046976444,Low,Within 1 week,1.0
16128,0.14678667975746518,103.83762056368475,Low,Within 1 week,1.0
16129,0.03324178374647683,104.01469892179044,Low,Within 1 week,1.0
16130,0.1053116872067088,104.73299906508518,Low,Within 1 week,1.0
16131,0.1881287344134362,109.65445195373758,Low,Immediate,0.0
16132,0.05450431117500531,102.72740187572911,Low,Within 1 week,1.0
16133,0.08564119214149375,109.68329581901615,Low,Within 1 week,1.0
16134,0.20750170795867814,106.55621047421222,Low,Within 1 week,1.0
16135,0.13969660370967169,78.84094112264286,Low,Immediate,0.0
16136,0.1498975527896766,105.20596445886652,Low,Immediate,0.0
16137,0.14446648012640376,104.91994060647602,Low,Within 1 week,1.0
16138,0.05165947837294075,100.85724761292188,Low,Immediate,0.0
16139,0.12053439272406137,102.24739982357247,Low,Immediate,0.0
16140,0.26652825114491124,105.57368770772099,Low,Within 1 week,1.0
16141,0.12786489610821775,102.9693461217457,Low,Within 1 week,1.0
16142,0.04152449108151006,101.75826817625727,Low,Within 1 week,1.0
16143,0.21449726049645296,104.76124156888628,Low,Within 1 week,1.0
16144,0.14129105729168684,106.14725069141267,Low,Within 1 week,1.0
16145,0.11832342513922586,104.41380171286823,Low,Within 1 week,1.0
16146,0.06879527656073851,101.85785872726264,Low,Within 1 week,1.0
16147,0.10753433999717671,102.13756391754006,Low,Within 1 week,1.0
16148,0.06612391947210944,106.29198384688178,Low,Within 1 week,1.0
16149,0.030314853373244702,110.53235565680255,Low,Within 1 week,1.0
16150,0.03893506644312465,106.29441486399706,Low,Within 1 week,1.0
16151,0.08245071228427557,115.29420058690768,Low,Within 1 week,1.0
16152,0.12227949346054151,104.92921886051315,Low,Within 1 week,1.0
16153,0.11244689449266537,105.33589963190227,Low,Immediate,0.0
16154,0.06278639892807084,109.01188541738236,Low,Within 1 week,1.0
16155,0.050318443886728764,107.28096784348581,Low,Within 1 week,1.0
16156,0.1510223466884615,104.03651658345689,Low,Within 1 week,1.0
16157,0.09929399055387764,90.13602007712893,Low,Within 1 week,2.0
16158,0.13448267664021377,102.24512644029845,Low,Within 1 week,1.0
16159,0.17765701772716722,101.54170660461664,Low,Within 1 week,1.0
16160,0.14010211032761066,105.22306721550476,Low,Within 1 week,1.0
16161,0.08392431883631951,105.03935835022723,Low,Within 1 week,1.0
16162,0.18210615227115973,105.21018131859017,Low,Within 1 week,1.0
16163,0.18302315964294602,104.09012295263322,Low,Within 1 week,1.0
16164,0.07614704620837993,103.81557578568629,Low,Within 1 week,1.0
16165,0.052008141902018024,107.66792607935345,Low,Within 1 week,1.0
16166,0.1135813632196668,104.50846939004371,Low,Within 1 week,1.0
16167,0.14872054810935242,103.64858764022652,Low,Within 1 week,1.0
16168,0.23500879715662928,97.35541356734572,Low,Within 1 week,1.0
16169,0.17298960246001735,103.82290286132604,Low,Within 1 week,1.0
16170,0.06811507690915686,106.20167092359691,Low,Within 1 week,1.0
16171,0.08415594176823386,110.44955810544613,Low,Within 1 week,1.0
16172,0.127472780650623,104.09249390191381,Low,Within 1 week,1.0
16173,0.12569350917107674,108.2391353727827,Low,Within 1 week,1.0
16174,0.36810601697062667,108.44985418463969,Low,Immediate,0.0
16175,0.15793450756898586,104.13302284115665,Low,Within 1 week,1.0
16176,0.026857598760503906,100.7932987818972,Low,Within 1 week,1.0
16177,0.16023216117838712,102.4717132766409,Low,Within 1 week,1.0
16178,0.13998709634035728,104.5077406120446,Low,Within 1 week,1.0
16179,0.14280558003181418,106.50745845472856,Low,Within 1 week,1.0
16180,0.1610316981749776,104.39077054916027,Low,Within 1 week,1.0
16181,0.14986117531110682,104.14630824114,Low,Within 1 week,1.0
16182,0.14075949520240205,105.56840452101137,Low,Within 1 week,1.0
16183,0.0716098026340244,113.06349840078994,Low,Within 1 week,1.0
16184,0.15860517499030952,110.92027730816469,Low,Within 1 week,1.0
16185,0.9492529712774785,84.05802837152228,High,Immediate,0.0
16186,0.048530663894199286,105.04138171992416,Low,Immediate,0.0
16187,0.045976098022435304,106.71594350768046,Low,Within 1 week,1.0
16188,0.14916443605746565,103.61622065336029,Low,Within 1 week,1.0
16189,0.12574332082638084,115.40325467690911,Low,Within 1 week,1.0
16190,0.15920546788853807,105.90843113049903,Low,Within 1 week,1.0
16191,0.08941836559187782,103.09224560324566,Low,Within 1 week,1.0
16192,0.05545448836798625,65.21112430992433,Low,Within 1 week,2.0
16193,0.21678335612182614,104.68136702825997,Low,Within 1 week,1.0
16194,0.0804635368465148,109.44628402393356,Low,Immediate,0.0
16195,0.25437151557979504,103.67518594187568,Low,Within 1 week,1.0
16196,0.02996740640570257,104.9163493248838,Low,Within 1 week,1.0
16197,0.1238552504022647,105.0608259700602,Low,Within 1 week,1.0
16198,0.06255132320062211,105.10856918435474,Low,Within 1 week,1.0
16199,0.11669162775703726,103.37277309967233,Low,Within 1 week,1.0
16200,0.24673270983806225,99.05148627224997,Low,Immediate,0.0
16201,0.29156981864772397,111.91780825088296,Low,Immediate,0.0
16202,0.16694291724375598,104.86551166968842,Low,Within 1 week,1.0
16203,0.09313224487807908,99.53618407890357,Low,Within 1 week,1.0
16204,0.2960025835903213,103.31793202063776,Low,Within 1 week,1.0
16205,0.14193649134243128,103.18099835856017,Low,Within 1 week,1.0
16206,0.10306151294209483,112.42623633297377,Low,Within 1 week,1.0
16207,0.19326257300201785,102.82272501332174,Low,Immediate,0.0
16208,0.18589213734224902,103.90326119827641,Low,Immediate,0.0
16209,0.05088753785672165,104.50682171062857,Low,Within 1 week,1.0
16210,0.10501731173584067,100.79070687223604,Low,Within 1 week,1.0
16211,0.1019788762520236,116.34348898098786,Low,Within 1 week,1.0
16212,0.0634311120116092,93.68745616644001,Low,Within 1 week,2.0
16213,0.054470758726445426,102.92825281637333,Low,Within 1 week,1.0
16214,0.08706261755003104,106.82637276167449,Low,Within 1 week,1.0
16215,0.14529901658713507,109.8424966897263,Low,Within 1 week,1.0
16216,0.403284400112374,99.87897538852931,Medium,Immediate,0.0
16217,0.08274500055545103,104.47121529195056,Low,Within 1 week,1.0
16218,0.046759048774490324,102.37764687313924,Low,Within 1 week,1.0
16219,0.20205767163065602,101.29382387000184,Low,Within 1 week,1.0
16220,0.30698896520616736,106.27613877388103,Low,Immediate,0.0
16221,0.18774212369427704,112.76997954939742,Low,Within 1 week,1.0
16222,0.07125697384982152,101.56188137328246,Low,Within 1 week,1.0
16223,0.12326412858568717,99.28294305865492,Low,Within 1 week,1.0
16224,0.23530614074887005,103.04888016771848,Low,Within 1 week,1.0
16225,0.018507738775017567,104.55768255394104,Low,Within 1 week,1.0
16226,0.15588080692595604,108.10307465355048,Low,Within 1 week,1.0
16227,0.04530315123573802,106.08851803873176,Low,Within 1 week,1.0
16228,0.07619329186488033,103.30403881111877,Low,Immediate,0.0
16229,0.079697833696453,89.75485943493645,Low,Immediate,0.0
16230,0.13085539902867543,100.79372030295477,Low,Within 1 week,1.0
16231,0.12193987417734453,105.25149560167416,Low,Within 1 week,1.0
16232,0.14623326421579377,105.92292048882811,Low,Within 1 week,1.0
16233,0.5274164014504003,97.27562679179576,Medium,Immediate,0.0
16234,0.07197768134606687,104.61047636546223,Low,Within 1 week,1.0
16235,0.02921507779865544,100.06827687274014,Low,Within 1 week,1.0
16236,0.1482323631032334,104.25154556988721,Low,Within 1 week,1.0
16237,0.046030744599054464,109.46485190055786,Low,Within 1 week,1.0
16238,0.17441947500988786,104.30278004108622,Low,Within 1 week,1.0
16239,0.12439075473593633,102.07899913435608,Low,Within 1 week,1.0
16240,0.09869418335692158,106.31600416758745,Low,Within 1 week,1.0
16241,0.13251417946130237,106.89465740755486,Low,Immediate,0.0
16242,0.06657371037119511,104.16979671801421,Low,Within 1 week,1.0
16243,0.04634900310412633,101.64527316388563,Low,Within 1 week,1.0
16244,0.028214949048091294,102.6574326505888,Low,Within 1 week,1.0
16245,0.05875940544487329,105.75089266981578,Low,Within 1 week,1.0
16246,0.15495557325921727,104.2171804754871,Low,Immediate,0.0
16247,0.135620901737767,101.73405935805864,Low,Immediate,0.0
16248,0.11981630688422072,103.41913485457412,Low,Within 1 week,1.0
16249,0.2501086781001155,108.86484373154795,Low,Within 1 week,1.0
16250,0.15365712383318378,104.53847451497593,Low,Within 1 week,1.0
16251,0.5562735621453868,108.53477843661312,Medium,Immediate,0.0
16252,0.12523685766085435,94.97559559996603,Low,Within 1 week,2.0
16253,0.08260517792166697,95.20198459748755,Low,Within 1 week,2.0
16254,0.08985541431387208,113.07136126363677,Low,Immediate,0.0
16255,0.5158526010237042,106.72396871293756,Medium,Immediate,0.0
16256,0.022975836792033407,95.1397699595656,Low,Within 1 week,2.0
16257,0.10053684228208329,100.65865220883705,Low,Within 1 week,1.0
16258,0.1457210611763589,101.13973768855476,Low,Immediate,0.0
16259,0.06947984308818979,113.60214290669958,Low,Within 1 week,1.0
16260,0.09056091327804777,102.46328055024561,Low,Immediate,0.0
16261,0.12792887350849977,105.16295061682644,Low,Within 1 week,1.0
16262,0.23200124815867185,100.63814289396608,Low,Within 1 week,1.0
16263,0.05669994998987158,106.51860263213194,Low,Within 1 week,1.0
16264,0.09993744667303663,109.55778794995719,Low,Immediate,0.0
16265,0.15656027379717882,102.12496431045474,Low,Within 1 week,1.0
16266,0.3810922312102207,108.82335869861363,Low,Immediate,0.0
16267,0.05764137053342155,103.2189136174188,Low,Immediate,0.0
16268,0.11137198010113993,106.21635955149351,Low,Immediate,0.0
16269,0.08207762971979937,106.62183521216643,Low,Within 1 week,1.0
16270,0.060868489354380724,104.89802098313207,Low,Within 1 week,1.0
16271,0.06868709368308883,104.88130976939848,Low,Within 1 week,1.0
16272,0.09510178690064658,108.02876833293672,Low,Within 1 week,1.0
16273,0.19510249213955017,108.87206407699662,Low,Immediate,0.0
16274,0.15490938906134047,102.44588584695765,Low,Within 1 week,1.0
16275,0.05646783716837451,102.61190335965856,Low,Within 1 week,1.0
16276,0.6560380610718093,82.14155765304554,Medium,Immediate,0.0
16277,0.051031183427648834,114.18105399276955,Low,Within 1 week,1.0
16278,0.11435058240438564,104.41647871025373,Low,Within 1 week,1.0
16279,0.15766441368394032,103.49140118764443,Low,Within 1 week,1.0
16280,0.14809446801607196,105.01587004193162,Low,Within 1 week,1.0
16281,0.12473110729249179,105.04764352404717,Low,Within 1 week,1.0
16282,0.15766607374540892,111.12282527565789,Low,Within 1 week,1.0
16283,0.16275485962592928,102.51687673687857,Low,Within 1 week,1.0
16284,0.1432900003271994,105.34395265768191,Low,Within 1 week,1.0
16285,0.10845422519826962,120.10550293172287,Low,Within 1 week,1.0
16286,0.15299177200274108,103.73408370390861,Low,Immediate,0.0
16287,0.32000375173135026,102.27876109920732,Low,Immediate,0.0
16288,0.09796871542717236,113.81958139317052,Low,Within 1 week,1.0
16289,0.09150782729339442,122.82037153940068,Low,Within 1 week,1.0
16290,0.11334214833999783,104.71600010251639,Low,Within 1 week,1.0
16291,0.07497077921775236,98.12917427757289,Low,Within 1 week,1.0
16292,0.13400746232452124,107.30960954608184,Low,Within 1 week,1.0
16293,0.0548022121129888,95.69508519695093,Low,Within 1 week,2.0
16294,0.15836150673326263,98.81576288850805,Low,Within 1 week,1.0
16295,0.08707381357134318,72.81393750928845,Low,Within 1 week,2.0
16296,0.14579556615898448,104.27764164181501,Low,Within 1 week,1.0
16297,0.14560667289394172,105.56058625781743,Low,Within 1 week,1.0
16298,0.1712741131597302,111.33004653608849,Low,Within 1 week,1.0
16299,0.032626130332850556,105.0431634418012,Low,Within 1 week,1.0
16300,0.06593539116635745,104.28517475175327,Low,Within 1 week,1.0
16301,0.047811208338195625,109.6447812587252,Low,Within 1 week,1.0
16302,0.5556273443977205,105.12952211919549,Medium,Immediate,0.0
16303,0.23382373032426412,98.13268658529972,Low,Within 1 week,1.0
16304,0.16845322743542415,99.0939787161128,Low,Immediate,0.0
16305,0.22104944435615154,101.67609236127484,Low,Within 1 week,1.0
16306,0.08822810352289365,106.73600304999594,Low,Within 1 week,1.0
16307,0.09377781751635174,107.63057129119807,Low,Within 1 week,1.0
16308,0.056887338650240676,116.29881533453941,Low,Within 1 week,1.0
16309,0.08225967213546223,107.25645724365451,Low,Within 1 week,1.0
16310,0.12039540291435287,104.63061013736473,Low,Within 1 week,1.0
16311,0.056373793939898074,105.81158569651174,Low,Within 1 week,1.0
16312,0.06500282655021278,104.85544231610245,Low,Immediate,0.0
16313,0.1315122007555024,103.59138769436238,Low,Within 1 week,1.0
16314,0.07949589059321967,101.42715131240858,Low,Within 1 week,1.0
16315,0.037471712038800786,100.96166059921521,Low,Within 1 week,1.0
16316,0.030882751097139793,102.3067942963943,Low,Immediate,0.0
16317,0.14858380179101624,106.17486556325402,Low,Within 1 week,1.0
16318,0.13825400718169603,105.09280511004323,Low,Immediate,0.0
16319,0.08424491492470847,105.76834401113604,Low,Immediate,0.0
16320,0.06995270430453146,112.24669544110759,Low,Within 1 week,1.0
16321,0.15756724632620503,107.4262858419215,Low,Within 1 week,1.0
16322,0.6152277592499505,104.93655395987533,Medium,Immediate,0.0
16323,0.06767599512607692,102.91665436065371,Low,Immediate,0.0
16324,0.25632658416183046,104.49421094580921,Low,Within 1 week,1.0
16325,0.07477558715639578,105.06301073660975,Low,Within 1 week,1.0
16326,0.13936404847991699,105.14613860678523,Low,Within 1 week,1.0
16327,0.3872358708693892,107.22947431393807,Low,Immediate,0.0
16328,0.1444567121756794,87.72385005353897,Low,Within 1 week,2.0
16329,0.09201988614164174,105.37049823777396,Low,Within 1 week,1.0
16330,0.12521865313638758,104.43202478530878,Low,Within 1 week,1.0
16331,0.0711997600984697,107.26488333469106,Low,Immediate,0.0
16332,0.20975143131125937,107.63092026970335,Low,Within 1 week,1.0
16333,0.14829693776641925,99.09808071200409,Low,Within 1 week,1.0
16334,0.13654788707993545,102.95638975401427,Low,Immediate,0.0
16335,0.14779643705118517,98.08583761633629,Low,Within 1 week,1.0
16336,0.16064574637527101,101.77079305424253,Low,Within 1 week,1.0
16337,0.04009826826063513,99.20350873036679,Low,Immediate,0.0
16338,0.13389756994335758,105.66111157657123,Low,Within 1 week,1.0
16339,0.15864663335530443,104.89755298544313,Low,Immediate,0.0
16340,0.13258918338283332,100.10794219129589,Low,Within 1 week,1.0
16341,0.0691940653587394,112.13792894213427,Low,Within 1 week,1.0
16342,0.059537823160063966,111.52742249647494,Low,Immediate,0.0
16343,0.05170829687727684,101.14991673038126,Low,Within 1 week,1.0
16344,0.17254974870417697,106.28560502219385,Low,Within 1 week,1.0
16345,0.1783109900402154,104.442924144137,Low,Within 1 week,1.0
16346,0.12817968491362636,103.10295663782391,Low,Within 1 week,1.0
16347,0.14650061122513974,102.90504006342796,Low,Within 1 week,1.0
16348,0.1290994022055615,106.56055461471257,Low,Immediate,0.0
16349,0.1150513251993692,104.92056599200042,Low,Within 1 week,1.0
16350,0.47193808632682255,109.47577731996624,Medium,Immediate,0.0
16351,0.17204502456084836,110.52717482056083,Low,Within 1 week,1.0
16352,0.027489271076158207,104.93045582847867,Low,Within 1 week,1.0
16353,0.14886526969367356,100.41360781248862,Low,Within 1 week,1.0
16354,0.0954523024057186,98.01989746123418,Low,Within 1 week,1.0
16355,0.19589805149836587,104.08032464684848,Low,Within 1 week,1.0
16356,0.08874082916180859,95.14005562676208,Low,Within 1 week,2.0
16357,0.14154283593101014,109.60842372140971,Low,Within 1 week,1.0
16358,0.2332115359752476,106.43127304179633,Low,Immediate,0.0
16359,0.34399073272862696,107.17559340549636,Low,Immediate,0.0
16360,0.11277028240514664,105.45682484781352,Low,Within 1 week,1.0
16361,0.17820512436428665,99.45391005642051,Low,Within 1 week,1.0
16362,0.09722976710466477,103.05323443878596,Low,Within 1 week,1.0
16363,0.11926548957432875,103.10379526812076,Low,Immediate,0.0
16364,0.07755549453535351,104.67410566801048,Low,Within 1 week,1.0
16365,0.10427179070156585,108.17497655188451,Low,Within 1 week,1.0
16366,0.24226308638650942,105.15687503841477,Low,Within 1 week,1.0
16367,0.12215022656398147,105.76391100085135,Low,Within 1 week,1.0
16368,0.11947821961609018,107.83239830540866,Low,Within 1 week,1.0
16369,0.12873671668139014,104.76153574475211,Low,Within 1 week,1.0
16370,0.13522087659323911,105.07564275608945,Low,Within 1 week,1.0
16371,0.13918920913832106,82.44820180720241,Low,Within 1 week,2.0
16372,0.08815636326349473,109.78724484359141,Low,Within 1 week,1.0
